"","id","year","male","birthdate","birthyear","mono_index","sampyearsum","sociality","inno_count","domain_index","domain","age","logsampeff","MainGroup","groups","group","rank","max_group","avg_age","avg_rnk","avg_elo","rank_class","inno_count_ND","sociality.s","sociality.c","logage","logage.c","group_index","year_index","age_cat","adult.f","adult.m","adult","rankhi","rankmid","ranklo","innobinom","groupsize.c","innovator","innovatoryear"
"145","AY",2011,0,2009-03-01,2009,8,42,71.4,0,1,"foraging",3,3.73766961828337,"SP","SP","SP",25,31,2.3,23.9,0,"low",0,1.37009736325751,19.4662835249042,1.09861228866811,-0.899303358529766,10,5,1,0,0,0,0,0,1,0,4.6309067688378,0,0
"146","AY",2011,0,2009-03-01,2009,8,42,71.4,0,3,"self-directed",3,3.73766961828337,"SP","SP","SP",25,31,2.3,23.9,0,"low",0,1.37009736325751,19.4662835249042,1.09861228866811,-0.899303358529766,10,5,1,0,0,0,0,0,1,0,4.6309067688378,0,0
"147","AY",2011,0,2009-03-01,2009,8,42,71.4,0,4,"social",3,3.73766961828337,"SP","SP","SP",25,31,2.3,23.9,0,"low",0,1.37009736325751,19.4662835249042,1.09861228866811,-0.899303358529766,10,5,1,0,0,0,0,0,1,0,4.6309067688378,0,0
"148","AY",2011,0,2009-03-01,2009,8,42,71.4,0,2,"investigative",3,3.73766961828337,"SP","SP","SP",25,31,2.3,23.9,0,"low",0,1.37009736325751,19.4662835249042,1.09861228866811,-0.899303358529766,10,5,1,0,0,0,0,0,1,0,4.6309067688378,0,0
"150","AZ",2007,1,2005-04-18,2005,9,340,68,0,3,"self-directed",3,5.82894561761021,"FF","FF,RF","FF",37,42,2,33.1,0,"low",0,1.13079482617508,16.0662835249042,1.09861228866811,-0.899303358529766,3,1,1,0,0,0,0,0,1,0,15.6309067688378,0,0
"152","AZ",2007,1,2005-04-18,2005,9,340,68,0,1,"foraging",3,5.82894561761021,"FF","FF,RF","FF",37,42,2,33.1,0,"low",0,1.13079482617508,16.0662835249042,1.09861228866811,-0.899303358529766,3,1,1,0,0,0,0,0,1,0,15.6309067688378,0,0
"154","AZ",2007,1,2005-04-18,2005,9,340,68,0,2,"investigative",3,5.82894561761021,"FF","FF,RF","FF",37,42,2,33.1,0,"low",0,1.13079482617508,16.0662835249042,1.09861228866811,-0.899303358529766,3,1,1,0,0,0,0,0,1,0,15.6309067688378,0,0
"156","AZ",2007,1,2005-04-18,2005,9,340,68,0,4,"social",3,5.82894561761021,"FF","FF,RF","FF",37,42,2,33.1,0,"low",0,1.13079482617508,16.0662835249042,1.09861228866811,-0.899303358529766,3,1,1,0,0,0,0,0,1,0,15.6309067688378,0,0
"157","BA",2008,1,1996-02-01,1996,10,27,40,0,1,"foraging",13,3.29583686600433,"SP","SP","SP",2,21,12.1,2,1374,"high",0,-0.839931949797895,-11.9337164750958,2.56494935746154,0.567033710263661,10,2,3,0,1,1,1,0,0,0,-5.3690932311622,0,0
"158","BA",2008,1,1996-02-01,1996,10,27,40,0,4,"social",13,3.29583686600433,"SP","SP","SP",2,21,12.1,2,1374,"high",0,-0.839931949797895,-11.9337164750958,2.56494935746154,0.567033710263661,10,2,3,0,1,1,1,0,0,0,-5.3690932311622,0,0
"159","BA",2008,1,1996-02-01,1996,10,27,40,0,3,"self-directed",13,3.29583686600433,"SP","SP","SP",2,21,12.1,2,1374,"high",0,-0.839931949797895,-11.9337164750958,2.56494935746154,0.567033710263661,10,2,3,0,1,1,1,0,0,0,-5.3690932311622,0,0
"160","BA",2008,1,1996-02-01,1996,10,27,40,0,2,"investigative",13,3.29583686600433,"SP","SP","SP",2,21,12.1,2,1374,"high",0,-0.839931949797895,-11.9337164750958,2.56494935746154,0.567033710263661,10,2,3,0,1,1,1,0,0,0,-5.3690932311622,0,0
"161","BB",2007,1,1995-09-01,1995,11,1068,54.4,0,2,"investigative",13,6.97354301952014,"RR","RR","RR",2,33,11.8,2.1,1669.9,"high",0,0.173584677845348,2.46628352490421,2.56494935746154,0.567033710263661,9,1,3,0,1,1,1,0,0,0,6.6309067688378,0,0
"162","BB",2007,1,1995-09-01,1995,11,1068,54.4,0,1,"foraging",13,6.97354301952014,"RR","RR","RR",2,33,11.8,2.1,1669.9,"high",0,0.173584677845348,2.46628352490421,2.56494935746154,0.567033710263661,9,1,3,0,1,1,1,0,0,0,6.6309067688378,0,0
"163","BB",2007,1,1995-09-01,1995,11,1068,54.4,0,3,"self-directed",13,6.97354301952014,"RR","RR","RR",2,33,11.8,2.1,1669.9,"high",0,0.173584677845348,2.46628352490421,2.56494935746154,0.567033710263661,9,1,3,0,1,1,1,0,0,0,6.6309067688378,0,0
"164","BB",2007,1,1995-09-01,1995,11,1068,54.4,0,4,"social",13,6.97354301952014,"RR","RR","RR",2,33,11.8,2.1,1669.9,"high",0,0.173584677845348,2.46628352490421,2.56494935746154,0.567033710263661,9,1,3,0,1,1,1,0,0,0,6.6309067688378,0,0
"169","BD",2007,1,1999-09-01,1999,12,923,55.5,0,3,"self-directed",9,6.82762923450285,"RR","M:BD-GM-RO-SK,RR","RR",10,33,7.7,10.1,1177.8,"high",0,0.251006086901429,3.56628352490421,2.19722457733622,0.199308930138344,9,1,2,0,0,0,1,0,0,0,6.6309067688378,0,0
"170","BD",2007,1,1999-09-01,1999,12,923,55.5,0,4,"social",9,6.82762923450285,"RR","M:BD-GM-RO-SK,RR","RR",10,33,7.7,10.1,1177.8,"high",0,0.251006086901429,3.56628352490421,2.19722457733622,0.199308930138344,9,1,2,0,0,0,1,0,0,0,6.6309067688378,0,0
"171","BD",2007,1,1999-09-01,1999,12,923,55.5,0,2,"investigative",9,6.82762923450285,"RR","M:BD-GM-RO-SK,RR","RR",10,33,7.7,10.1,1177.8,"high",0,0.251006086901429,3.56628352490421,2.19722457733622,0.199308930138344,9,1,2,0,0,0,1,0,0,0,6.6309067688378,0,0
"172","BD",2007,1,1999-09-01,1999,12,923,55.5,0,1,"foraging",9,6.82762923450285,"RR","M:BD-GM-RO-SK,RR","RR",10,33,7.7,10.1,1177.8,"high",0,0.251006086901429,3.56628352490421,2.19722457733622,0.199308930138344,9,1,2,0,0,0,1,0,0,0,6.6309067688378,0,0
"173","BE",2008,1,1992-05-15,1992,13,147,11.6,0,2,"investigative",17,4.99043258677874,"RR","RR","RR",15,34,16.1,12.6,999.5,"mid",0,-2.83881196542762,-40.3337164750958,2.83321334405622,0.835297696858341,9,2,3,0,1,1,0,1,0,0,7.6309067688378,1,1
"174","BE",2008,1,1992-05-15,1992,13,147,11.6,0,3,"self-directed",17,4.99043258677874,"RR","RR","RR",15,34,16.1,12.6,999.5,"mid",0,-2.83881196542762,-40.3337164750958,2.83321334405622,0.835297696858341,9,2,3,0,1,1,0,1,0,0,7.6309067688378,1,1
"175","BE",2008,1,1992-05-15,1992,13,147,11.6,0,1,"foraging",17,4.99043258677874,"RR","RR","RR",15,34,16.1,12.6,999.5,"mid",0,-2.83881196542762,-40.3337164750958,2.83321334405622,0.835297696858341,9,2,3,0,1,1,0,1,0,0,7.6309067688378,1,1
"176","BE",2008,1,1992-05-15,1992,13,147,11.6,0,4,"social",17,4.99043258677874,"RR","RR","RR",15,34,16.1,12.6,999.5,"mid",0,-2.83881196542762,-40.3337164750958,2.83321334405622,0.835297696858341,9,2,3,0,1,1,0,1,0,0,7.6309067688378,1,1
"178","BE",2009,1,1992-05-15,1992,13,642,28.4,3,4,"social",18,6.46458830368996,"RR","AA,M:BE-CZ-SC-TK,M:BE-DI,M:BE-RC-RT-RY,M:BE-RY,RR","RR",18,34,17.2,17.7,880.1,"mid",6,-1.65637589984384,-23.5337164750958,2.89037175789616,0.892456110698289,9,3,3,0,1,1,0,1,0,1,7.6309067688378,1,1
"180","BE",2009,1,1992-05-15,1992,13,642,28.4,0,1,"foraging",18,6.46458830368996,"RR","AA,M:BE-CZ-SC-TK,M:BE-DI,M:BE-RC-RT-RY,M:BE-RY,RR","RR",18,34,17.2,17.7,880.1,"mid",6,-1.65637589984384,-23.5337164750958,2.89037175789616,0.892456110698289,9,3,3,0,1,1,0,1,0,0,7.6309067688378,1,1
"182","BE",2009,1,1992-05-15,1992,13,642,28.4,0,3,"self-directed",18,6.46458830368996,"RR","AA,M:BE-CZ-SC-TK,M:BE-DI,M:BE-RC-RT-RY,M:BE-RY,RR","RR",18,34,17.2,17.7,880.1,"mid",6,-1.65637589984384,-23.5337164750958,2.89037175789616,0.892456110698289,9,3,3,0,1,1,0,1,0,0,7.6309067688378,1,1
"184","BE",2009,1,1992-05-15,1992,13,642,28.4,0,2,"investigative",18,6.46458830368996,"RR","AA,M:BE-CZ-SC-TK,M:BE-DI,M:BE-RC-RT-RY,M:BE-RY,RR","RR",18,34,17.2,17.7,880.1,"mid",6,-1.65637589984384,-23.5337164750958,2.89037175789616,0.892456110698289,9,3,3,0,1,1,0,1,0,0,7.6309067688378,1,1
"185","BE",2010,1,1992-05-15,1992,13,1070,31.6,0,3,"self-directed",19,6.97541392745595,"RR","M:BE,RR","RR",20,37,18.1,13.6,876.1,"mid",0,-1.43114998258979,-20.3337164750958,2.94443897916644,0.946523331968565,9,4,3,0,1,1,0,1,0,0,10.6309067688378,1,1
"186","BE",2010,1,1992-05-15,1992,13,1070,31.6,0,4,"social",19,6.97541392745595,"RR","M:BE,RR","RR",20,37,18.1,13.6,876.1,"mid",0,-1.43114998258979,-20.3337164750958,2.94443897916644,0.946523331968565,9,4,3,0,1,1,0,1,0,0,10.6309067688378,1,1
"187","BE",2010,1,1992-05-15,1992,13,1070,31.6,0,2,"investigative",19,6.97541392745595,"RR","M:BE,RR","RR",20,37,18.1,13.6,876.1,"mid",0,-1.43114998258979,-20.3337164750958,2.94443897916644,0.946523331968565,9,4,3,0,1,1,0,1,0,0,10.6309067688378,1,1
"188","BE",2010,1,1992-05-15,1992,13,1070,31.6,0,1,"foraging",19,6.97541392745595,"RR","M:BE,RR","RR",20,37,18.1,13.6,876.1,"mid",0,-1.43114998258979,-20.3337164750958,2.94443897916644,0.946523331968565,9,4,3,0,1,1,0,1,0,0,10.6309067688378,1,1
"189","BE",2011,1,1992-05-15,1992,13,646,36.7,0,3,"self-directed",20,6.4707995037826,"RR","M:BE-DW,RR","RR",5,29,19.1,5,1230.4,"high",2,-1.07219617696614,-15.2337164750958,2.99573227355399,0.997816626356115,9,5,3,0,1,1,1,0,0,0,2.6309067688378,1,1
"190","BE",2011,1,1992-05-15,1992,13,646,36.7,0,2,"investigative",20,6.4707995037826,"RR","M:BE-DW,RR","RR",5,29,19.1,5,1230.4,"high",2,-1.07219617696614,-15.2337164750958,2.99573227355399,0.997816626356115,9,5,3,0,1,1,1,0,0,0,2.6309067688378,1,1
"191","BE",2011,1,1992-05-15,1992,13,646,36.7,2,4,"social",20,6.4707995037826,"RR","M:BE-DW,RR","RR",5,29,19.1,5,1230.4,"high",2,-1.07219617696614,-15.2337164750958,2.99573227355399,0.997816626356115,9,5,3,0,1,1,1,0,0,1,2.6309067688378,1,1
"192","BE",2011,1,1992-05-15,1992,13,646,36.7,0,1,"foraging",20,6.4707995037826,"RR","M:BE-DW,RR","RR",5,29,19.1,5,1230.4,"high",2,-1.07219617696614,-15.2337164750958,2.99573227355399,0.997816626356115,9,5,3,0,1,1,1,0,0,0,2.6309067688378,1,1
"193","BH",2007,0,2005-04-25,2005,14,420,42.5,0,1,"foraging",3,6.04025471127741,"FL","FL","FL",16,20,2.2,15.4,0,"low",0,-0.663974201943165,-9.43371647509579,1.09861228866811,-0.899303358529766,4,1,1,0,0,0,0,0,1,0,-6.3690932311622,0,0
"194","BH",2007,0,2005-04-25,2005,14,420,42.5,0,2,"investigative",3,6.04025471127741,"FL","FL","FL",16,20,2.2,15.4,0,"low",0,-0.663974201943165,-9.43371647509579,1.09861228866811,-0.899303358529766,4,1,1,0,0,0,0,0,1,0,-6.3690932311622,0,0
"195","BH",2007,0,2005-04-25,2005,14,420,42.5,0,3,"self-directed",3,6.04025471127741,"FL","FL","FL",16,20,2.2,15.4,0,"low",0,-0.663974201943165,-9.43371647509579,1.09861228866811,-0.899303358529766,4,1,1,0,0,0,0,0,1,0,-6.3690932311622,0,0
"196","BH",2007,0,2005-04-25,2005,14,420,42.5,0,4,"social",3,6.04025471127741,"FL","FL","FL",16,20,2.2,15.4,0,"low",0,-0.663974201943165,-9.43371647509579,1.09861228866811,-0.899303358529766,4,1,1,0,0,0,0,0,1,0,-6.3690932311622,0,0
"197","BH",2008,0,2005-04-25,2005,14,253,35.6,0,1,"foraging",4,5.53338948872752,"FL","FL,M:BF-BH-BO-HE-JA-NP-TU","FL",18,19,3,14.7,154.5,"low",0,-1.14961758602222,-16.3337164750958,1.38629436111989,-0.611621286077985,4,2,1,0,0,0,0,0,1,0,-7.3690932311622,0,0
"198","BH",2008,0,2005-04-25,2005,14,253,35.6,0,4,"social",4,5.53338948872752,"FL","FL,M:BF-BH-BO-HE-JA-NP-TU","FL",18,19,3,14.7,154.5,"low",0,-1.14961758602222,-16.3337164750958,1.38629436111989,-0.611621286077985,4,2,1,0,0,0,0,0,1,0,-7.3690932311622,0,0
"199","BH",2008,0,2005-04-25,2005,14,253,35.6,0,3,"self-directed",4,5.53338948872752,"FL","FL,M:BF-BH-BO-HE-JA-NP-TU","FL",18,19,3,14.7,154.5,"low",0,-1.14961758602222,-16.3337164750958,1.38629436111989,-0.611621286077985,4,2,1,0,0,0,0,0,1,0,-7.3690932311622,0,0
"200","BH",2008,0,2005-04-25,2005,14,253,35.6,0,2,"investigative",4,5.53338948872752,"FL","FL,M:BF-BH-BO-HE-JA-NP-TU","FL",18,19,3,14.7,154.5,"low",0,-1.14961758602222,-16.3337164750958,1.38629436111989,-0.611621286077985,4,2,1,0,0,0,0,0,1,0,-7.3690932311622,0,0
"205","BI",2008,1,2007-06-24,2007,15,426,82.3,0,2,"investigative",2,6.05443934626937,"AA","AA","AA",22,28,1,19.2,0,"low",0,2.13727314390413,30.3662835249042,0.693147180559945,-1.30476846663793,1,2,1,0,0,0,0,0,1,0,1.6309067688378,1,1
"206","BI",2008,1,2007-06-24,2007,15,426,82.3,0,4,"social",2,6.05443934626937,"AA","AA","AA",22,28,1,19.2,0,"low",0,2.13727314390413,30.3662835249042,0.693147180559945,-1.30476846663793,1,2,1,0,0,0,0,0,1,0,1.6309067688378,1,1
"207","BI",2008,1,2007-06-24,2007,15,426,82.3,0,1,"foraging",2,6.05443934626937,"AA","AA","AA",22,28,1,19.2,0,"low",0,2.13727314390413,30.3662835249042,0.693147180559945,-1.30476846663793,1,2,1,0,0,0,0,0,1,0,1.6309067688378,1,1
"208","BI",2008,1,2007-06-24,2007,15,426,82.3,0,3,"self-directed",2,6.05443934626937,"AA","AA","AA",22,28,1,19.2,0,"low",0,2.13727314390413,30.3662835249042,0.693147180559945,-1.30476846663793,1,2,1,0,0,0,0,0,1,0,1.6309067688378,1,1
"209","BI",2009,1,2007-06-24,2007,15,498,67.5,0,3,"self-directed",3,6.21060007702465,"AA","AA","AA",25,30,2,20.2,0,"low",1,1.09560327660413,15.5662835249042,1.09861228866811,-0.899303358529766,1,3,1,0,0,0,0,0,1,0,3.6309067688378,1,1
"210","BI",2009,1,2007-06-24,2007,15,498,67.5,1,2,"investigative",3,6.21060007702465,"AA","AA","AA",25,30,2,20.2,0,"low",1,1.09560327660413,15.5662835249042,1.09861228866811,-0.899303358529766,1,3,1,0,0,0,0,0,1,1,3.6309067688378,1,1
"211","BI",2009,1,2007-06-24,2007,15,498,67.5,0,1,"foraging",3,6.21060007702465,"AA","AA","AA",25,30,2,20.2,0,"low",1,1.09560327660413,15.5662835249042,1.09861228866811,-0.899303358529766,1,3,1,0,0,0,0,0,1,0,3.6309067688378,1,1
"212","BI",2009,1,2007-06-24,2007,15,498,67.5,0,4,"social",3,6.21060007702465,"AA","AA","AA",25,30,2,20.2,0,"low",1,1.09560327660413,15.5662835249042,1.09861228866811,-0.899303358529766,1,3,1,0,0,0,0,0,1,0,3.6309067688378,1,1
"213","BI",2010,1,2007-06-24,2007,15,158,55.3,0,4,"social",4,5.06259503302697,"AA","AA","AA",20,31,3,17,371.6,"mid",0,0.23692946707305,3.36628352490421,1.38629436111989,-0.611621286077985,1,4,1,0,0,0,0,1,0,0,4.6309067688378,1,1
"214","BI",2010,1,2007-06-24,2007,15,158,55.3,0,1,"foraging",4,5.06259503302697,"AA","AA","AA",20,31,3,17,371.6,"mid",0,0.23692946707305,3.36628352490421,1.38629436111989,-0.611621286077985,1,4,1,0,0,0,0,1,0,0,4.6309067688378,1,1
"215","BI",2010,1,2007-06-24,2007,15,158,55.3,0,3,"self-directed",4,5.06259503302697,"AA","AA","AA",20,31,3,17,371.6,"mid",0,0.23692946707305,3.36628352490421,1.38629436111989,-0.611621286077985,1,4,1,0,0,0,0,1,0,0,4.6309067688378,1,1
"216","BI",2010,1,2007-06-24,2007,15,158,55.3,0,2,"investigative",4,5.06259503302697,"AA","AA","AA",20,31,3,17,371.6,"mid",0,0.23692946707305,3.36628352490421,1.38629436111989,-0.611621286077985,1,4,1,0,0,0,0,1,0,0,4.6309067688378,1,1
"217","BI",2011,1,2007-06-24,2007,15,174,58.1,0,3,"self-directed",5,5.15905529921453,"AA","AA","AA",16,33,4,15.9,722.6,"mid",0,0.434002144670348,6.16628352490422,1.6094379124341,-0.388477734763775,1,5,2,0,0,0,0,1,0,0,6.6309067688378,1,1
"218","BI",2011,1,2007-06-24,2007,15,174,58.1,0,2,"investigative",5,5.15905529921453,"AA","AA","AA",16,33,4,15.9,722.6,"mid",0,0.434002144670348,6.16628352490422,1.6094379124341,-0.388477734763775,1,5,2,0,0,0,0,1,0,0,6.6309067688378,1,1
"219","BI",2011,1,2007-06-24,2007,15,174,58.1,0,1,"foraging",5,5.15905529921453,"AA","AA","AA",16,33,4,15.9,722.6,"mid",0,0.434002144670348,6.16628352490422,1.6094379124341,-0.388477734763775,1,5,2,0,0,0,0,1,0,0,6.6309067688378,1,1
"220","BI",2011,1,2007-06-24,2007,15,174,58.1,0,4,"social",5,5.15905529921453,"AA","AA","AA",16,33,4,15.9,722.6,"mid",0,0.434002144670348,6.16628352490422,1.6094379124341,-0.388477734763775,1,5,2,0,0,0,0,1,0,0,6.6309067688378,1,1
"221","BJ",2008,1,2005-05-15,2005,16,46,52.4,0,4,"social",4,3.8286413964891,"NM","NM","NM",9,13,3.3,6.4,929.6,"low",0,0.032818479561564,0.466283524904213,1.38629436111989,-0.611621286077985,7,2,1,0,0,0,0,0,1,0,-13.3690932311622,1,1
"222","BJ",2008,1,2005-05-15,2005,16,46,52.4,0,2,"investigative",4,3.8286413964891,"NM","NM","NM",9,13,3.3,6.4,929.6,"low",0,0.032818479561564,0.466283524904213,1.38629436111989,-0.611621286077985,7,2,1,0,0,0,0,0,1,0,-13.3690932311622,1,1
"223","BJ",2008,1,2005-05-15,2005,16,46,52.4,0,3,"self-directed",4,3.8286413964891,"NM","NM","NM",9,13,3.3,6.4,929.6,"low",0,0.032818479561564,0.466283524904213,1.38629436111989,-0.611621286077985,7,2,1,0,0,0,0,0,1,0,-13.3690932311622,1,1
"224","BJ",2008,1,2005-05-15,2005,16,46,52.4,0,1,"foraging",4,3.8286413964891,"NM","NM","NM",9,13,3.3,6.4,929.6,"low",0,0.032818479561564,0.466283524904213,1.38629436111989,-0.611621286077985,7,2,1,0,0,0,0,0,1,0,-13.3690932311622,1,1
"225","BJ",2009,1,2005-05-15,2005,16,441,42.6,0,1,"foraging",5,6.08904487544685,"NM","NM","NM",6,15,4.1,6.7,939.9,"mid",0,-0.656935892028976,-9.33371647509578,1.6094379124341,-0.388477734763775,7,3,2,0,0,0,0,1,0,0,-11.3690932311622,1,1
"226","BJ",2009,1,2005-05-15,2005,16,441,42.6,0,3,"self-directed",5,6.08904487544685,"NM","NM","NM",6,15,4.1,6.7,939.9,"mid",0,-0.656935892028976,-9.33371647509578,1.6094379124341,-0.388477734763775,7,3,2,0,0,0,0,1,0,0,-11.3690932311622,1,1
"227","BJ",2009,1,2005-05-15,2005,16,441,42.6,0,2,"investigative",5,6.08904487544685,"NM","NM","NM",6,15,4.1,6.7,939.9,"mid",0,-0.656935892028976,-9.33371647509578,1.6094379124341,-0.388477734763775,7,3,2,0,0,0,0,1,0,0,-11.3690932311622,1,1
"228","BJ",2009,1,2005-05-15,2005,16,441,42.6,0,4,"social",5,6.08904487544685,"NM","NM","NM",6,15,4.1,6.7,939.9,"mid",0,-0.656935892028976,-9.33371647509578,1.6094379124341,-0.388477734763775,7,3,2,0,0,0,0,1,0,0,-11.3690932311622,1,1
"229","BJ",2010,1,2005-05-15,2005,16,655,46.9,1,1,"foraging",6,6.48463523563525,"NM","NM","NM",7,21,5.1,6.7,1067,"high",5,-0.354288565718841,-5.03371647509579,1.79175946922805,-0.20615617796982,7,4,2,0,0,0,1,0,0,1,-5.3690932311622,1,1
"230","BJ",2010,1,2005-05-15,2005,16,655,46.9,1,3,"self-directed",6,6.48463523563525,"NM","NM","NM",7,21,5.1,6.7,1067,"high",5,-0.354288565718841,-5.03371647509579,1.79175946922805,-0.20615617796982,7,4,2,0,0,0,1,0,0,1,-5.3690932311622,1,1
"231","BJ",2010,1,2005-05-15,2005,16,655,46.9,1,2,"investigative",6,6.48463523563525,"NM","NM","NM",7,21,5.1,6.7,1067,"high",5,-0.354288565718841,-5.03371647509579,1.79175946922805,-0.20615617796982,7,4,2,0,0,0,1,0,0,1,-5.3690932311622,1,1
"232","BJ",2010,1,2005-05-15,2005,16,655,46.9,2,4,"social",6,6.48463523563525,"NM","NM","NM",7,21,5.1,6.7,1067,"high",5,-0.354288565718841,-5.03371647509579,1.79175946922805,-0.20615617796982,7,4,2,0,0,0,1,0,0,1,-5.3690932311622,1,1
"233","BJ",2011,1,2005-05-15,2005,16,1953,53,0,3,"self-directed",7,7.57712193087668,"MK","M:BJ-JY-NA-TP,M:BJ-NM-TP,MK,NM","MK",9,24,6.3,6.3,903.9,"mid",8,0.0750483390466992,1.06628352490421,1.94591014905531,-0.0520054981425622,6,5,2,0,0,0,0,1,0,0,-2.3690932311622,1,1
"235","BJ",2011,1,2005-05-15,2005,16,1953,53,4,2,"investigative",7,7.57712193087668,"MK","M:BJ-JY-NA-TP,M:BJ-NM-TP,MK,NM","MK",9,24,6.3,6.3,903.9,"mid",8,0.0750483390466992,1.06628352490421,1.94591014905531,-0.0520054981425622,6,5,2,0,0,0,0,1,0,1,-2.3690932311622,1,1
"237","BJ",2011,1,2005-05-15,2005,16,1953,53,0,1,"foraging",7,7.57712193087668,"MK","M:BJ-JY-NA-TP,M:BJ-NM-TP,MK,NM","MK",9,24,6.3,6.3,903.9,"mid",8,0.0750483390466992,1.06628352490421,1.94591014905531,-0.0520054981425622,6,5,2,0,0,0,0,1,0,0,-2.3690932311622,1,1
"239","BJ",2011,1,2005-05-15,2005,16,1953,53,0,4,"social",7,7.57712193087668,"MK","M:BJ-JY-NA-TP,M:BJ-NM-TP,MK,NM","MK",9,24,6.3,6.3,903.9,"mid",8,0.0750483390466992,1.06628352490421,1.94591014905531,-0.0520054981425622,6,5,2,0,0,0,0,1,0,0,-2.3690932311622,1,1
"241","BK",2007,1,1992-05-15,1992,17,28,84.6,0,3,"self-directed",16,3.3322045101752,"MK","MK","MK",8,24,15.6,5.1,1026,"high",1,2.29915427193048,32.6662835249042,2.77258872223978,0.774673075041906,6,1,3,0,1,1,1,0,0,0,-2.3690932311622,1,1
"242","BK",2007,1,1992-05-15,1992,17,28,84.6,0,2,"investigative",16,3.3322045101752,"MK","MK","MK",8,24,15.6,5.1,1026,"high",1,2.29915427193048,32.6662835249042,2.77258872223978,0.774673075041906,6,1,3,0,1,1,1,0,0,0,-2.3690932311622,1,1
"243","BK",2007,1,1992-05-15,1992,17,28,84.6,1,4,"social",16,3.3322045101752,"MK","MK","MK",8,24,15.6,5.1,1026,"high",1,2.29915427193048,32.6662835249042,2.77258872223978,0.774673075041906,6,1,3,0,1,1,1,0,0,1,-2.3690932311622,1,1
"244","BK",2007,1,1992-05-15,1992,17,28,84.6,0,1,"foraging",16,3.3322045101752,"MK","MK","MK",8,24,15.6,5.1,1026,"high",1,2.29915427193048,32.6662835249042,2.77258872223978,0.774673075041906,6,1,3,0,1,1,1,0,0,0,-2.3690932311622,1,1
"245","BK",2008,1,1992-05-15,1992,17,222,67.3,0,4,"social",17,5.40267738187228,"MK","MK","MK",3,17,16.1,2.5,1213.3,"high",0,1.08152665677575,15.3662835249042,2.83321334405622,0.835297696858341,6,2,3,0,1,1,1,0,0,0,-9.3690932311622,1,1
"246","BK",2008,1,1992-05-15,1992,17,222,67.3,0,2,"investigative",17,5.40267738187228,"MK","MK","MK",3,17,16.1,2.5,1213.3,"high",0,1.08152665677575,15.3662835249042,2.83321334405622,0.835297696858341,6,2,3,0,1,1,1,0,0,0,-9.3690932311622,1,1
"247","BK",2008,1,1992-05-15,1992,17,222,67.3,0,3,"self-directed",17,5.40267738187228,"MK","MK","MK",3,17,16.1,2.5,1213.3,"high",0,1.08152665677575,15.3662835249042,2.83321334405622,0.835297696858341,6,2,3,0,1,1,1,0,0,0,-9.3690932311622,1,1
"248","BK",2008,1,1992-05-15,1992,17,222,67.3,0,1,"foraging",17,5.40267738187228,"MK","MK","MK",3,17,16.1,2.5,1213.3,"high",0,1.08152665677575,15.3662835249042,2.83321334405622,0.835297696858341,6,2,3,0,1,1,1,0,0,0,-9.3690932311622,1,1
"249","BK",2009,1,1992-05-15,1992,17,406,54.5,0,1,"foraging",18,6.00635315960173,"MK","M:BK-DH,MK","MK",1,18,17.1,1,1404.5,"high",0,0.180622987759537,2.56628352490421,2.89037175789616,0.892456110698289,6,3,3,0,1,1,1,0,0,0,-8.3690932311622,1,1
"250","BK",2009,1,1992-05-15,1992,17,406,54.5,0,4,"social",18,6.00635315960173,"MK","M:BK-DH,MK","MK",1,18,17.1,1,1404.5,"high",0,0.180622987759537,2.56628352490421,2.89037175789616,0.892456110698289,6,3,3,0,1,1,1,0,0,0,-8.3690932311622,1,1
"251","BK",2009,1,1992-05-15,1992,17,406,54.5,0,2,"investigative",18,6.00635315960173,"MK","M:BK-DH,MK","MK",1,18,17.1,1,1404.5,"high",0,0.180622987759537,2.56628352490421,2.89037175789616,0.892456110698289,6,3,3,0,1,1,1,0,0,0,-8.3690932311622,1,1
"252","BK",2009,1,1992-05-15,1992,17,406,54.5,0,3,"self-directed",18,6.00635315960173,"MK","M:BK-DH,MK","MK",1,18,17.1,1,1404.5,"high",0,0.180622987759537,2.56628352490421,2.89037175789616,0.892456110698289,6,3,3,0,1,1,1,0,0,0,-8.3690932311622,1,1
"253","BK",2010,1,1992-05-15,1992,17,256,61.4,0,1,"foraging",19,5.54517744447956,"MK","MK","MK",1,19,18.1,1,1491.4,"high",1,0.666266371838591,9.46628352490421,2.94443897916644,0.946523331968565,6,4,3,0,1,1,1,0,0,0,-7.3690932311622,1,1
"254","BK",2010,1,1992-05-15,1992,17,256,61.4,0,3,"self-directed",19,5.54517744447956,"MK","MK","MK",1,19,18.1,1,1491.4,"high",1,0.666266371838591,9.46628352490421,2.94443897916644,0.946523331968565,6,4,3,0,1,1,1,0,0,0,-7.3690932311622,1,1
"255","BK",2010,1,1992-05-15,1992,17,256,61.4,1,4,"social",19,5.54517744447956,"MK","MK","MK",1,19,18.1,1,1491.4,"high",1,0.666266371838591,9.46628352490421,2.94443897916644,0.946523331968565,6,4,3,0,1,1,1,0,0,1,-7.3690932311622,1,1
"256","BK",2010,1,1992-05-15,1992,17,256,61.4,0,2,"investigative",19,5.54517744447956,"MK","MK","MK",1,19,18.1,1,1491.4,"high",1,0.666266371838591,9.46628352490421,2.94443897916644,0.946523331968565,6,4,3,0,1,1,1,0,0,0,-7.3690932311622,1,1
